Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,MonthlyIncomeGroup,Working_Hours_Group,Experience_Group,Long_Term,Senior_Employee,High_Performer,Salary_Level
2544,33,,,,,2,7130,36,25,3,8,4,4,2,51,,5,41,12,2,4,3,31,1,,High,Normal,,1,0,0,Level 1
2545,56,,,,,1,13765,81,24,6,0,1,2,3,37,,9,44,12,1,4,1,24,1,,,Normal,,1,1,0,Level 3
2546,40,,,,,1,6386,56,2,9,2,3,5,3,9,,2,45,14,2,3,1,8,4,,High,Normal,New,0,0,0,Level 1
2547,37,,,,,4,14069,66,5,13,4,2,5,4,87,,4,56,14,3,1,4,37,4,,,High,Experienced,1,0,1,Level 3
2548,24,,,,,5,12929,31,11,3,6,2,3,1,62,,6,30,1,2,4,2,12,4,,,Low,Expert,1,0,0,Level 3
2549,22,,,,,3,14073,28,4,14,6,2,3,1,51,,6,48,2,3,2,1,36,3,,,High,Experienced,0,0,0,Level 3
2550,42,,,,,5,19149,78,8,12,5,4,1,1,7,,6,44,15,3,1,2,14,1,,,Normal,Expert,1,0,0,Level 4
2551,45,,,,,1,16294,59,25,5,4,4,1,2,57,,5,37,13,4,2,2,19,2,,,Normal,,1,0,0,Level 4
2552,56,,,,,3,13727,78,12,2,4,1,5,2,48,,7,35,1,1,1,3,44,2,,,Low,,1,1,0,Level 3
2553,43,,,,,2,9090,44,3,9,3,1,1,3,3,,7,46,16,2,3,4,10,2,,Very High,High,New,0,0,0,Level 2
2554,38,,,,,4,8495,27,25,8,8,4,3,3,33,,5,57,19,2,3,1,16,2,,High,High,,1,0,0,Level 2
2555,44,,,,,1,15147,40,17,10,7,4,5,1,31,,3,48,17,1,2,1,47,4,,,High,,1,0,0,Level 3
2556,40,,,,,4,6552,46,23,4,8,4,3,2,24,,9,34,8,3,4,4,11,4,,High,Low,,1,0,0,Level 1
2557,31,,,,,5,9547,60,8,11,6,1,2,3,30,,7,57,19,3,1,1,43,4,,Very High,High,Expert,1,0,0,Level 2
2558,52,,,,,3,13996,65,6,8,4,3,2,4,9,,2,53,18,3,1,4,48,4,,,High,Senior,1,1,1,Level 3
2559,23,,,,,5,12739,48,4,10,9,1,1,1,34,,3,40,16,1,3,4,33,1,,,Normal,Experienced,0,0,0,Level 3
2560,26,,,,,4,19777,90,4,4,1,2,3,2,39,,9,47,13,3,1,3,37,3,,,High,Experienced,0,0,0,Level 4
2561,41,,,,,1,19487,42,7,2,3,1,5,4,76,,4,59,12,4,1,1,8,2,,,High,Senior,1,0,1,Level 4
2562,52,,,,,4,16297,33,10,9,5,4,5,4,59,,5,44,5,4,4,3,27,4,,,Normal,Expert,1,1,1,Level 4
2563,36,,,,,1,4743,62,6,2,7,3,1,1,77,,1,31,2,4,2,1,30,4,,Medium,Low,Senior,1,0,0,Level 1
2564,43,,,,,4,16536,86,4,1,4,1,3,3,67,,4,45,2,2,4,4,12,3,,,Normal,Experienced,0,0,0,Level 4
2565,53,,,,,5,8436,48,21,1,8,3,1,2,99,,9,37,17,2,3,3,28,4,,High,Normal,,1,1,0,Level 2
2566,47,,,,,4,3421,30,10,14,3,2,5,4,2,,9,46,1,3,4,4,13,4,,Medium,High,Expert,1,0,1,Level 1
2567,58,,,,,2,9416,85,20,13,5,3,2,1,66,,2,41,3,4,1,3,9,1,,Very High,Normal,,1,1,0,Level 2
2568,41,,,,,5,17582,41,17,3,3,1,3,1,2,,2,47,11,4,3,4,43,2,,,High,,1,0,0,Level 4
2569,36,,,,,4,9808,65,20,10,5,2,1,1,63,,9,44,3,2,3,4,25,4,,Very High,Normal,,1,0,0,Level 2
2570,53,,,,,4,7713,98,6,7,9,1,2,2,47,,2,56,17,1,1,2,25,1,,High,High,Senior,1,1,0,Level 2
2571,25,,,,,3,6177,68,11,6,2,4,4,1,52,,6,42,8,4,1,1,44,1,,High,Normal,Expert,1,0,0,Level 1
2572,25,,,,,5,6776,31,18,12,7,1,3,3,7,,5,54,12,3,1,2,16,1,,High,High,,1,0,0,Level 1
2573,53,,,,,3,19243,86,23,13,3,4,5,2,46,,2,59,15,2,2,2,10,3,,,High,,1,1,0,Level 4
2574,20,,,,,5,15598,82,9,3,6,2,5,3,60,,7,56,0,2,3,4,25,4,,,High,Expert,1,0,0,Level 3
2575,29,,,,,1,17980,15,12,5,9,2,4,4,26,,9,37,15,4,3,1,6,4,,,Normal,,1,0,1,Level 4
2576,40,,,,,5,19633,28,11,10,7,1,3,1,72,,2,46,12,1,1,4,40,2,,,High,Expert,1,0,0,Level 4
2577,24,,,,,5,14659,21,26,6,8,2,1,2,69,,2,52,18,1,4,4,31,1,,,High,,1,0,0,Level 3
2578,21,,,,,4,8051,78,18,10,1,1,3,2,19,,5,44,15,1,1,2,1,4,,High,Normal,,1,0,0,Level 2
2579,41,,,,,2,9111,86,23,2,2,3,3,4,99,,7,51,10,4,4,4,14,2,,Very High,High,,1,0,1,Level 2
2580,21,,,,,5,7391,22,2,3,8,3,4,3,9,,1,47,19,4,2,1,14,2,,High,High,New,0,0,0,Level 2
2581,29,,,,,3,10787,68,16,13,6,1,5,1,27,,4,49,6,2,1,1,14,1,,Very High,High,,1,0,0,Level 2
2582,53,,,,,2,7905,38,9,4,6,3,2,2,67,,9,34,5,3,3,4,49,4,,High,Low,Expert,1,1,0,Level 2
2583,35,,,,,5,5336,69,16,8,3,4,5,1,51,,1,39,18,3,3,2,47,3,,Medium,Normal,,1,0,0,Level 1
2584,58,,,,,2,6917,15,12,13,0,4,3,1,1,,7,36,7,2,2,4,32,4,,High,Normal,,1,1,0,Level 1
2585,41,,,,,1,15808,86,17,11,7,1,5,2,37,,5,33,16,3,3,4,25,2,,,Low,,1,0,0,Level 4
2586,31,,,,,2,4114,83,13,1,9,2,4,1,0,,3,42,18,2,3,2,16,4,,Medium,Normal,,1,0,0,Level 1
2587,43,,,,,1,16010,46,4,9,8,3,2,4,42,,5,53,13,3,1,2,49,1,,,High,Experienced,0,0,1,Level 4
2588,59,,,,,2,9040,15,13,1,3,4,2,2,57,,5,57,16,2,1,1,10,4,,Very High,High,,1,1,0,Level 2
2589,57,,,,,2,10967,80,12,12,0,2,1,3,63,,3,31,18,4,4,2,48,2,,Very High,Low,,1,1,0,Level 2
2590,29,,,,,3,15763,56,2,3,8,4,5,4,2,,9,50,8,4,2,3,48,1,,,High,New,0,0,1,Level 4
2591,54,,,,,3,17443,93,17,3,4,4,5,4,68,,2,32,1,2,1,3,14,3,,,Low,,1,1,1,Level 4
2592,51,,,,,4,13168,23,15,9,5,1,4,3,7,,1,53,1,4,4,4,26,1,,,High,,1,1,0,Level 3
2593,26,,,,,2,17924,90,13,3,1,1,5,4,15,,8,37,1,2,3,2,41,3,,,Normal,,1,0,1,Level 4
2594,40,,,,,1,12788,88,2,3,4,3,4,2,75,,3,53,1,2,1,4,32,2,,,High,New,0,0,0,Level 3
2595,39,,,,,2,4145,38,26,2,0,4,1,2,83,,2,35,16,2,4,1,49,2,,Medium,Low,,1,0,0,Level 1
2596,45,,,,,5,4627,33,6,4,2,4,3,1,13,,1,35,16,4,3,2,41,1,,Medium,Low,Senior,1,0,0,Level 1
2597,23,,,,,1,13050,65,21,11,0,2,5,2,91,,7,55,9,4,3,1,12,2,,,High,,1,0,0,Level 3
2598,41,,,,,5,12674,95,12,8,0,1,3,3,32,,7,38,7,1,3,4,9,1,,,Normal,,1,0,0,Level 3
2599,34,,,,,4,19753,16,29,6,8,1,1,1,42,,4,50,3,3,2,2,18,2,,,High,,1,0,0,Level 4
2600,59,,,,,5,17264,24,1,1,5,4,5,4,41,,5,45,8,1,3,1,2,1,,,Normal,New,0,1,1,Level 4
2601,40,,,,,4,19958,83,15,5,7,2,5,3,45,,1,41,13,3,1,4,5,3,,,Normal,,1,0,0,Level 4
2602,34,,,,,4,18759,20,3,13,4,2,3,3,46,,3,45,7,2,3,4,2,1,,,Normal,New,0,0,0,Level 4
2603,41,,,,,4,19088,76,28,12,8,1,1,3,87,,1,39,13,2,4,1,22,4,,,Normal,,1,0,0,Level 4
2604,47,,,,,5,8504,80,10,11,3,2,1,1,1,,9,33,6,3,1,4,2,1,,High,Low,Expert,1,0,0,Level 2
2605,33,,,,,4,11020,22,6,10,9,4,3,3,69,,1,48,17,3,1,3,2,3,,Very High,High,Senior,1,0,0,Level 2
2606,46,,,,,4,17404,82,5,11,7,3,3,3,32,,7,41,3,3,4,2,25,1,,,Normal,Experienced,1,0,0,Level 4
2607,59,,,,,3,5572,73,22,8,5,2,5,3,68,,5,47,16,3,4,4,21,3,,Medium,High,,1,1,0,Level 1
2608,47,,,,,2,15271,64,8,1,9,3,1,4,58,,4,58,5,4,4,1,28,1,,,High,Expert,1,0,1,Level 3
2609,45,,,,,4,12348,50,6,6,4,4,2,2,43,,4,44,5,2,4,3,45,1,,,Normal,Senior,1,0,0,Level 3
2610,21,,,,,1,10193,22,11,11,4,2,1,3,87,,4,55,7,4,4,4,12,1,,Very High,High,Expert,1,0,0,Level 2
2611,44,,,,,1,11950,31,14,7,2,4,5,4,27,,9,54,7,2,4,2,45,1,,Very High,High,,1,0,1,Level 3
2612,22,,,,,3,5748,73,21,13,3,1,3,1,47,,6,54,18,2,3,4,30,2,,Medium,High,,1,0,0,Level 1
2613,27,,,,,5,8405,92,27,5,9,1,5,2,63,,6,37,11,2,2,3,13,1,,High,Normal,,1,0,0,Level 2
2614,52,,,,,5,18805,22,20,4,4,2,2,3,96,,1,57,16,4,3,2,25,1,,,High,,1,1,0,Level 4
2615,54,,,,,5,12021,92,5,14,8,2,1,2,57,,7,33,12,1,2,2,4,3,,,Low,Experienced,1,1,0,Level 3
2616,25,,,,,4,12040,57,13,7,9,4,2,1,17,,8,59,14,2,2,3,15,2,,,High,,1,0,0,Level 3
2617,58,,,,,5,10899,77,27,9,2,1,1,2,88,,2,59,3,3,2,4,32,2,,Very High,High,,1,1,0,Level 2
2618,42,,,,,5,9981,95,9,4,4,2,5,4,36,,4,39,11,4,2,4,1,1,,Very High,Normal,Expert,1,0,1,Level 2
2619,44,,,,,2,7344,26,10,3,8,1,2,4,28,,5,49,16,1,1,2,28,3,,High,High,Expert,1,0,1,Level 2
2620,38,,,,,4,16402,98,11,14,0,1,5,1,51,,7,33,14,3,3,3,22,2,,,Low,Expert,1,0,0,Level 4
2621,24,,,,,4,10203,70,6,10,4,1,5,3,60,,3,43,14,4,4,1,31,3,,Very High,Normal,Senior,1,0,0,Level 2
2622,30,,,,,1,16318,63,21,4,3,3,5,2,76,,8,51,19,1,2,3,31,3,,,High,,1,0,0,Level 4
2623,31,,,,,1,12721,66,27,5,0,4,2,2,52,,2,33,2,1,4,4,8,1,,,Low,,1,0,0,Level 3
2624,29,,,,,2,8440,25,27,9,0,3,1,1,79,,9,42,12,3,4,1,32,3,,High,Normal,,1,0,0,Level 2
2625,27,,,,,3,13441,41,24,11,6,3,5,3,76,,5,38,17,1,4,4,28,1,,,Normal,,1,0,0,Level 3
2626,43,,,,,4,5892,76,5,1,5,1,5,1,19,,4,58,2,2,1,3,13,4,,Medium,High,Experienced,1,0,0,Level 1
2627,47,,,,,1,9687,23,5,9,0,1,3,2,66,,5,35,11,1,4,1,35,3,,Very High,Low,Experienced,1,0,0,Level 2
2628,55,,,,,5,9304,96,16,9,3,2,3,1,42,,4,55,13,2,1,3,15,2,,Very High,High,,1,1,0,Level 2
2629,56,,,,,4,18389,50,24,8,6,3,2,1,57,,6,40,13,1,3,3,13,1,,,Normal,,1,1,0,Level 4
2630,40,,,,,4,7454,60,25,13,5,1,4,3,13,,5,30,14,3,4,1,29,3,,High,Low,,1,0,0,Level 2
2631,27,,,,,4,5171,98,8,10,9,2,5,4,11,,4,45,8,1,4,3,47,3,,Medium,Normal,Expert,1,0,1,Level 1
2632,28,,,,,1,11469,43,15,8,1,4,2,2,32,,5,31,5,1,2,1,44,2,,Very High,Low,,1,0,0,Level 3
2633,34,,,,,2,7621,82,15,8,8,2,1,1,80,,2,49,18,1,1,2,30,3,,High,High,,1,0,0,Level 2
2634,59,,,,,1,15905,93,9,4,9,3,2,3,81,,2,32,12,1,4,1,49,1,,,Low,Expert,1,1,0,Level 4
2635,37,,,,,5,3269,55,15,13,2,3,5,4,11,,9,37,10,4,2,3,24,2,,Medium,Normal,,1,0,1,Level 1
2636,39,,,,,5,16825,42,25,7,1,3,1,2,44,,5,48,10,1,1,3,15,2,,,High,,1,0,0,Level 4
2637,25,,,,,3,8226,78,8,14,0,1,3,3,25,,8,40,15,1,4,2,40,3,,High,Normal,Expert,1,0,0,Level 2
2638,31,,,,,1,8253,38,14,2,2,1,5,3,27,,9,59,15,3,2,2,31,3,,High,High,,1,0,0,Level 2
2639,21,,,,,1,16720,30,7,3,5,4,3,3,76,,1,42,11,2,1,2,25,4,,,Normal,Senior,1,0,0,Level 4
2640,26,,,,,3,16762,36,29,8,9,3,5,2,11,,3,45,5,3,3,2,40,4,,,Normal,,1,0,0,Level 4
2641,35,,,,,3,11726,61,23,4,0,2,1,2,56,,8,43,10,3,3,2,19,1,,Very High,Normal,,1,0,0,Level 3
2642,22,,,,,4,5398,31,12,10,1,1,5,3,3,,2,31,9,2,4,3,39,1,,Medium,Low,,1,0,0,Level 1
2643,22,,,,,4,10232,15,1,11,8,1,5,2,83,,8,58,2,3,1,4,9,3,,Very High,High,New,0,0,0,Level 2
2644,46,,,,,5,16505,45,15,6,0,3,2,4,56,,1,34,16,2,3,4,2,3,,,Low,,1,0,1,Level 4
2645,59,,,,,2,18658,26,7,12,0,1,4,4,9,,6,44,18,1,3,1,47,4,,,Normal,Senior,1,1,1,Level 4
2646,57,,,,,5,11655,34,15,14,8,3,2,3,48,,6,43,9,1,1,3,10,1,,Very High,Normal,,1,1,0,Level 3
2647,52,,,,,1,3022,33,10,11,2,4,4,4,44,,9,54,15,2,3,2,14,4,,Medium,High,Expert,1,1,1,Level 1
2648,47,,,,,2,11880,19,6,8,5,1,4,3,46,,5,42,10,2,4,4,46,4,,Very High,Normal,Senior,1,0,0,Level 3
2649,20,,,,,4,4286,29,16,8,2,2,1,1,73,,8,33,3,1,3,4,47,2,,Medium,Low,,1,0,0,Level 1
2650,27,,,,,3,6860,39,14,5,1,1,5,2,27,,7,32,6,2,4,3,2,1,,High,Low,,1,0,0,Level 1
2651,56,,,,,3,13274,49,12,11,2,4,3,3,11,,7,45,8,3,4,1,35,4,,,Normal,,1,1,0,Level 3
2652,51,,,,,5,13726,69,17,14,9,3,5,3,21,,1,39,17,2,4,4,49,2,,,Normal,,1,1,0,Level 3
2653,56,,,,,1,17290,77,10,7,3,2,4,1,63,,8,58,16,3,2,2,11,4,,,High,Expert,1,1,0,Level 4
2654,23,,,,,1,5377,61,29,1,0,4,4,4,84,,6,39,3,3,2,4,22,3,,Medium,Normal,,1,0,1,Level 1
2655,49,,,,,3,19236,81,10,5,2,2,1,4,44,,2,37,11,1,2,1,9,4,,,Normal,Expert,1,0,1,Level 4
2656,25,,,,,5,12696,96,8,3,6,3,2,1,14,,3,38,11,1,3,3,49,4,,,Normal,Expert,1,0,0,Level 3
2657,38,,,,,5,16704,78,25,13,1,4,4,4,79,,7,51,14,3,1,1,45,4,,,High,,1,0,1,Level 4
2658,51,,,,,4,8392,36,11,4,6,2,4,3,63,,9,48,16,1,2,4,42,4,,High,High,Expert,1,1,0,Level 2
2659,28,,,,,4,15216,94,27,1,3,1,2,4,65,,5,54,18,1,2,2,44,2,,,High,,1,0,1,Level 3
2660,31,,,,,4,12881,93,18,1,6,2,3,4,49,,2,34,2,3,2,4,6,2,,,Low,,1,0,1,Level 3
2661,30,,,,,2,14837,83,13,3,2,4,2,4,78,,1,55,4,3,4,2,13,4,,,High,,1,0,1,Level 3
2662,35,,,,,5,9224,91,20,4,6,2,2,3,78,,2,54,2,2,3,3,33,2,,Very High,High,,1,0,0,Level 2
2663,20,,,,,5,11689,88,16,13,9,2,2,1,86,,6,36,12,1,3,4,35,2,,Very High,Normal,,1,0,0,Level 3
2664,40,,,,,4,4565,94,27,3,6,1,4,1,81,,9,32,19,3,3,3,5,2,,Medium,Low,,1,0,0,Level 1
2665,49,,,,,3,7620,16,23,2,2,4,3,2,92,,2,50,16,2,4,1,35,3,,High,High,,1,0,0,Level 2
2666,32,,,,,4,15408,39,14,11,5,4,1,1,42,,7,42,11,1,1,4,38,3,,,Normal,,1,0,0,Level 3
2667,53,,,,,2,15509,75,12,7,8,2,1,2,32,,5,32,15,1,1,4,36,1,,,Low,,1,1,0,Level 3
2668,23,,,,,3,7956,19,13,10,6,1,1,4,92,,2,30,0,1,3,4,8,2,,High,Low,,1,0,1,Level 2
2669,47,,,,,5,9765,42,27,9,4,2,5,1,36,,6,47,8,1,1,4,20,1,,Very High,High,,1,0,0,Level 2
2670,57,,,,,2,14911,95,13,11,0,3,5,4,16,,4,45,7,3,3,4,18,3,,,Normal,,1,1,1,Level 3
2671,50,,,,,2,18467,80,16,3,7,4,1,4,25,,4,40,9,2,4,1,10,1,,,Normal,,1,1,1,Level 4
2672,46,,,,,3,18696,29,1,9,3,4,3,4,42,,5,44,15,4,4,1,44,1,,,Normal,New,0,0,1,Level 4
2673,24,,,,,4,9670,69,24,8,1,1,2,3,57,,1,54,10,4,4,4,28,4,,Very High,High,,1,0,0,Level 2
2674,44,,,,,4,17530,52,12,5,8,4,2,2,8,,5,37,4,2,3,1,2,3,,,Normal,,1,0,0,Level 4
2675,22,,,,,1,13500,37,9,14,2,1,4,2,20,,2,57,11,3,2,3,25,1,,,High,Expert,1,0,0,Level 3
2676,52,,,,,3,16527,96,13,11,5,4,4,3,64,,8,30,15,3,1,2,1,3,,,Low,,1,1,0,Level 4
2677,23,,,,,4,15036,28,13,12,2,1,4,4,62,,9,46,18,4,2,4,27,2,,,High,,1,0,1,Level 3
2678,44,,,,,2,16210,46,8,6,6,2,2,3,72,,9,57,13,1,2,1,7,4,,,High,Expert,1,0,0,Level 4
2679,39,,,,,4,6184,58,18,1,1,1,5,1,26,,6,48,12,2,4,4,34,2,,High,High,,1,0,0,Level 1
2680,53,,,,,4,8748,84,24,13,3,3,5,2,77,,9,45,11,3,3,1,37,2,,High,Normal,,1,1,0,Level 2
2681,45,,,,,2,11531,96,24,6,9,3,1,4,35,,7,48,3,3,1,2,42,4,,Very High,High,,1,0,1,Level 3
2682,24,,,,,3,13286,72,18,9,8,2,4,4,58,,3,46,1,2,2,1,10,2,,,High,,1,0,1,Level 3
2683,54,,,,,1,7925,18,27,7,7,1,5,4,94,,7,41,17,4,2,4,36,3,,High,Normal,,1,1,1,Level 2
2684,47,,,,,4,16100,76,9,9,7,2,4,4,45,,7,39,2,2,1,1,35,2,,,Normal,Expert,1,0,1,Level 4
2685,48,,,,,4,19872,74,1,5,7,3,2,3,98,,3,46,10,2,4,3,38,4,,,High,New,0,0,0,Level 4
2686,28,,,,,4,12537,89,7,14,6,4,3,2,29,,4,59,3,1,2,2,10,3,,,High,Senior,1,0,0,Level 3
2687,57,,,,,3,11982,73,13,5,5,2,4,2,81,,5,39,18,4,2,2,16,3,,Very High,Normal,,1,1,0,Level 3
2688,25,,,,,2,14708,89,15,5,7,3,1,1,16,,7,42,2,2,4,1,20,4,,,Normal,,1,0,0,Level 3
2689,38,,,,,2,15380,43,2,6,6,3,3,2,80,,5,59,6,2,4,2,34,4,,,High,New,0,0,0,Level 3
2690,30,,,,,2,8277,33,24,14,0,2,3,1,51,,8,48,16,4,4,2,10,4,,High,High,,1,0,0,Level 2
2691,21,,,,,2,15425,31,8,4,5,3,5,4,46,,2,30,10,2,2,3,9,4,,,Low,Expert,1,0,1,Level 3
2692,28,,,,,2,9433,18,20,10,7,3,3,2,91,,5,54,12,4,4,3,47,2,,Very High,High,,1,0,0,Level 2
2693,40,,,,,2,17400,58,24,14,4,3,1,2,87,,7,41,3,3,4,4,24,1,,,Normal,,1,0,0,Level 4
2694,43,,,,,4,10941,18,5,14,5,1,5,2,36,,9,33,8,2,1,4,5,3,,Very High,Low,Experienced,1,0,0,Level 2
2695,53,,,,,4,16248,73,9,9,1,3,3,1,98,,2,45,17,4,1,3,38,2,,,Normal,Expert,1,1,0,Level 4
2696,41,,,,,2,19260,26,17,7,1,2,3,1,91,,8,43,1,2,4,3,5,4,,,Normal,,1,0,0,Level 4
2697,22,,,,,2,4273,61,29,3,1,4,1,2,13,,1,34,4,1,4,3,45,4,,Medium,Low,,1,0,0,Level 1
2698,31,,,,,3,3538,21,21,10,5,1,5,3,35,,6,41,18,3,4,3,44,3,,Medium,Normal,,1,0,0,Level 1
2699,47,,,,,3,14945,99,14,7,4,4,5,3,34,,1,47,17,2,3,4,13,3,,,High,,1,0,0,Level 3
2700,49,,,,,5,7212,26,29,11,5,1,3,3,57,,6,52,16,2,2,4,46,3,,High,High,,1,0,0,Level 2
2701,45,,,,,4,3485,85,9,3,5,2,1,4,49,,2,49,5,1,4,4,6,4,,Medium,High,Expert,1,0,1,Level 1
2702,40,,,,,2,3783,68,15,3,3,4,2,3,5,,3,33,5,1,1,3,28,4,,Medium,Low,,1,0,0,Level 1
2703,47,,,,,4,14251,72,22,4,6,3,1,4,61,,3,37,2,4,1,3,37,2,,,Normal,,1,0,1,Level 3
2704,45,,,,,5,5924,77,20,12,8,2,3,3,61,,6,52,14,2,3,3,5,1,,Medium,High,,1,0,0,Level 1
2705,52,,,,,3,11061,29,1,2,6,2,3,4,37,,4,38,18,2,3,2,2,4,,Very High,Normal,New,0,1,1,Level 2
2706,40,,,,,5,10289,51,13,8,5,4,2,2,84,,8,49,18,1,1,3,49,3,,Very High,High,,1,0,0,Level 2
2707,54,,,,,1,6532,70,10,13,2,3,2,4,91,,6,54,12,1,1,1,28,1,,High,High,Expert,1,1,1,Level 1
2708,53,,,,,3,7524,87,12,12,5,4,5,3,8,,4,44,9,2,2,2,19,3,,High,Normal,,1,1,0,Level 2
2709,37,,,,,4,3969,94,14,1,7,3,3,3,12,,1,55,16,2,1,3,44,1,,Medium,High,,1,0,0,Level 1
2710,30,,,,,3,11551,45,6,10,7,1,5,2,79,,6,58,10,4,3,2,4,1,,Very High,High,Senior,1,0,0,Level 3
2711,42,,,,,5,3918,29,11,1,3,4,3,3,22,,8,50,4,1,3,4,28,1,,Medium,High,Expert,1,0,0,Level 1
2712,41,,,,,2,19551,16,23,11,4,1,1,1,95,,9,54,14,3,3,2,26,2,,,High,,1,0,0,Level 4
2713,36,,,,,5,18802,27,7,1,3,3,4,3,32,,8,34,15,1,3,3,22,2,,,Low,Senior,1,0,0,Level 4
2714,24,,,,,5,14031,19,25,4,1,3,5,3,53,,9,37,9,2,2,2,22,1,,,Normal,,1,0,0,Level 3
2715,30,,,,,2,16661,62,20,1,4,2,5,2,44,,9,35,9,2,4,1,18,3,,,Low,,1,0,0,Level 4
2716,49,,,,,4,7783,47,4,3,0,3,5,4,47,,7,53,13,3,1,3,38,1,,High,High,Experienced,0,0,1,Level 2
2717,34,,,,,4,7493,46,21,7,1,4,4,1,84,,6,51,13,4,4,3,10,1,,High,High,,1,0,0,Level 2
2718,46,,,,,3,15009,67,12,3,6,4,4,2,67,,3,57,1,1,2,4,36,4,,,High,,1,0,0,Level 3
2719,54,,,,,5,4973,35,25,12,4,3,2,4,60,,3,44,18,1,2,2,9,2,,Medium,Normal,,1,1,1,Level 1
2720,52,,,,,3,13900,80,2,2,9,3,3,1,98,,6,56,17,2,2,3,22,3,,,High,New,0,1,0,Level 3
2721,39,,,,,2,19481,75,20,13,7,4,1,2,51,,9,32,0,1,4,1,22,1,,,Low,,1,0,0,Level 4
2722,35,,,,,1,5206,68,14,14,5,4,5,2,45,,6,56,0,3,2,3,26,4,,Medium,High,,1,0,0,Level 1
2723,53,,,,,4,3086,89,9,10,7,3,2,1,43,,8,43,8,3,4,2,2,4,,Medium,Normal,Expert,1,1,0,Level 1
2724,21,,,,,2,12958,55,22,13,1,3,5,1,74,,8,35,4,1,3,3,47,2,,,Low,,1,0,0,Level 3
2725,54,,,,,4,14383,52,14,6,7,4,3,1,48,,5,32,6,3,2,1,6,4,,,Low,,1,1,0,Level 3
2726,59,,,,,3,9315,47,6,8,8,2,4,1,36,,5,41,9,1,4,2,14,4,,Very High,Normal,Senior,1,1,0,Level 2
2727,47,,,,,1,6677,22,23,4,7,3,3,3,40,,3,39,12,2,2,2,25,1,,High,Normal,,1,0,0,Level 1
2728,58,,,,,5,17570,50,5,12,6,2,3,3,21,,1,47,4,2,1,4,48,4,,,High,Experienced,1,1,0,Level 4
2729,25,,,,,4,10645,47,20,4,7,4,3,4,41,,5,37,4,4,4,1,26,1,,Very High,Normal,,1,0,1,Level 2
2730,28,,,,,5,15408,43,27,11,1,2,2,3,57,,9,52,1,2,2,1,49,2,,,High,,1,0,0,Level 3
2731,39,,,,,3,15784,71,19,2,5,1,3,4,51,,9,50,5,1,3,3,19,4,,,High,,1,0,1,Level 4
2732,20,,,,,4,11326,86,18,5,6,2,3,1,52,,9,52,4,2,2,4,40,4,,Very High,High,,1,0,0,Level 2
2733,27,,,,,3,9212,75,7,10,8,1,3,4,48,,1,57,17,2,3,4,34,3,,Very High,High,Senior,1,0,1,Level 2
2734,42,,,,,5,13437,69,21,13,2,3,1,3,12,,8,35,9,4,3,4,6,1,,,Low,,1,0,0,Level 3
2735,22,,,,,3,9960,66,1,8,5,1,2,3,61,,8,58,12,4,1,3,2,2,,Very High,High,New,0,0,0,Level 2
2736,23,,,,,3,16156,57,20,1,7,4,2,3,35,,7,34,17,2,1,1,20,1,,,Low,,1,0,0,Level 4
2737,44,,,,,3,8439,40,9,2,3,3,1,3,51,,9,55,0,1,1,4,5,3,,High,High,Expert,1,0,0,Level 2
2738,57,,,,,2,6265,16,8,1,4,3,2,1,40,,1,35,14,3,3,2,49,1,,High,Low,Expert,1,1,0,Level 1
2739,34,,,,,2,4968,69,11,4,1,1,5,2,36,,2,56,1,4,4,1,27,2,,Medium,High,Expert,1,0,0,Level 1
2740,40,,,,,4,10513,32,7,7,9,4,2,1,18,,9,46,18,1,2,1,15,3,,Very High,High,Senior,1,0,0,Level 2
2741,54,,,,,3,10091,64,21,11,6,4,2,2,57,,8,33,15,4,2,4,36,1,,Very High,Low,,1,1,0,Level 2
2742,33,,,,,3,16939,95,17,3,7,4,3,1,23,,4,56,9,1,1,1,9,1,,,High,,1,0,0,Level 4
2743,55,,,,,3,4224,59,28,8,5,4,1,1,62,,4,34,1,2,2,1,26,2,,Medium,Low,,1,1,0,Level 1
2744,31,,,,,2,10812,29,21,6,8,2,4,3,99,,6,38,0,3,4,3,7,3,,Very High,Normal,,1,0,0,Level 2
2745,36,,,,,5,4187,21,15,2,2,4,3,3,54,,5,56,0,3,2,3,25,2,,Medium,High,,1,0,0,Level 1
2746,58,,,,,3,19390,95,8,9,8,4,5,1,3,,8,47,6,4,2,2,37,1,,,High,Expert,1,1,0,Level 4
2747,28,,,,,1,5108,97,20,9,8,3,2,3,24,,7,37,8,3,2,4,28,1,,Medium,Normal,,1,0,0,Level 1
2748,54,,,,,4,18711,41,12,13,8,1,3,2,60,,8,57,8,3,3,2,45,3,,,High,,1,1,0,Level 4
2749,32,,,,,2,15378,54,5,7,5,2,4,4,30,,2,51,8,4,4,1,1,1,,,High,Experienced,1,0,1,Level 3
2750,34,,,,,5,8637,31,8,10,8,2,5,2,20,,6,31,1,1,2,2,4,3,,High,Low,Expert,1,0,0,Level 2
